accuracy,loss,val_accuracy,val_loss,learning_rate
0.2907407283782959,1.8264122009277344,0.49444442987442017,1.6244698762893677,0.0010000000474974513
0.4722222089767456,1.4127564430236816,0.5388888716697693,1.5082290172576904,0.0010000000474974513
0.5462962985038757,1.2555701732635498,0.574999988079071,1.3878778219223022,0.0010000000474974513
0.5888888835906982,1.1408870220184326,0.6111111044883728,1.275152325630188,0.0010000000474974513
0.6314814686775208,1.0452510118484497,0.6361111402511597,1.172828197479248,0.0010000000474974513
0.6518518328666687,1.0072416067123413,0.6305555701255798,1.0829930305480957,0.0010000000474974513
0.6574074029922485,0.9503267407417297,0.6611111164093018,1.010446310043335,0.0010000000474974513
0.6888889074325562,0.9137524366378784,0.6805555820465088,0.9489814043045044,0.0010000000474974513
0.6888889074325562,0.8722438216209412,0.6861110925674438,0.91363126039505,0.0010000000474974513
0.6925926208496094,0.8306646347045898,0.6944444179534912,0.8903409242630005,0.0010000000474974513
0.6990740895271301,0.8268513679504395,0.6972222328186035,0.8686776161193848,0.0010000000474974513
0.7138888835906982,0.8049194812774658,0.7083333134651184,0.8596360087394714,0.0010000000474974513
0.7444444298744202,0.7424380779266357,0.7055555582046509,0.8397002220153809,0.0010000000474974513
0.7527777552604675,0.731525182723999,0.7083333134651184,0.8275635838508606,0.0010000000474974513
0.75,0.7133641839027405,0.7138888835906982,0.8184930682182312,0.0010000000474974513
0.7638888955116272,0.6912170648574829,0.7277777791023254,0.8073132634162903,0.0010000000474974513
0.7657407522201538,0.6613255143165588,0.7388888597488403,0.8161633610725403,0.0010000000474974513
0.7787036895751953,0.6506141424179077,0.7388888597488403,0.7982826828956604,0.0010000000474974513
0.7740740776062012,0.6386566758155823,0.7472222447395325,0.7946146726608276,0.0010000000474974513
0.7657407522201538,0.6264346241950989,0.7361111044883728,0.7958773970603943,0.0010000000474974513
0.7787036895751953,0.6332859992980957,0.730555534362793,0.8031220436096191,0.0010000000474974513
0.800000011920929,0.587912917137146,0.7444444298744202,0.8090697526931763,0.0010000000474974513
0.7925925850868225,0.6027153730392456,0.7444444298744202,0.7982195615768433,0.0010000000474974513
0.7861111164093018,0.5988951325416565,0.7416666746139526,0.809074342250824,0.0010000000474974513
0.8064814805984497,0.5368317365646362,0.7333333492279053,0.8056974411010742,0.0005000000237487257
0.7962962985038757,0.5568916201591492,0.7444444298744202,0.7923455238342285,0.0005000000237487257
0.8157407641410828,0.5299480557441711,0.7555555701255798,0.7955974340438843,0.0005000000237487257
0.8055555820465088,0.5415807962417603,0.7416666746139526,0.7984108924865723,0.0005000000237487257
0.8027777671813965,0.5461481213569641,0.7416666746139526,0.8019551634788513,0.0005000000237487257
0.8074073791503906,0.5352587699890137,0.7472222447395325,0.7983149886131287,0.0005000000237487257
0.8314814567565918,0.5068188309669495,0.7611111402511597,0.7852208614349365,0.0005000000237487257
0.8194444179534912,0.5199052691459656,0.75,0.7852779030799866,0.0005000000237487257
0.8277778029441833,0.50758957862854,0.7472222447395325,0.7884282469749451,0.0005000000237487257
0.8138889074325562,0.5152868032455444,0.7416666746139526,0.7911380529403687,0.0005000000237487257
0.8416666388511658,0.48967668414115906,0.7444444298744202,0.7935308814048767,0.0005000000237487257
0.8296296000480652,0.4980437159538269,0.7527777552604675,0.7850393652915955,0.0005000000237487257
0.8277778029441833,0.4842928946018219,0.7527777552604675,0.7915617227554321,0.0005000000237487257
0.8444444537162781,0.4476785957813263,0.7416666746139526,0.8028171062469482,0.0005000000237487257
0.8287037014961243,0.4744983911514282,0.7472222447395325,0.8063265681266785,0.0005000000237487257
0.8324074149131775,0.4714897572994232,0.7472222447395325,0.8053890466690063,0.0005000000237487257
0.8425925970077515,0.45474064350128174,0.7555555701255798,0.8009546995162964,0.0005000000237487257
0.8490740656852722,0.44322165846824646,0.7555555701255798,0.8071529865264893,0.0002500000118743628
0.8361111283302307,0.4569934904575348,0.7527777552604675,0.8050438761711121,0.0002500000118743628
0.8407407402992249,0.4362856149673462,0.7472222447395325,0.8015954494476318,0.0002500000118743628
0.8444444537162781,0.4553164839744568,0.7555555701255798,0.804277777671814,0.0002500000118743628
0.8435184955596924,0.44769805669784546,0.7472222447395325,0.8082273602485657,0.0002500000118743628
0.854629635810852,0.43585267663002014,0.75,0.8070917129516602,0.0001250000059371814
0.854629635810852,0.4326974153518677,0.75,0.8072367310523987,0.0001250000059371814
0.8583333492279053,0.4183592200279236,0.7444444298744202,0.807127833366394,0.0001250000059371814
0.8620370626449585,0.40421485900878906,0.7416666746139526,0.8085419535636902,0.0001250000059371814
0.8472222089767456,0.45080795884132385,0.7527777552604675,0.8083645105361938,0.0001250000059371814
